Tienda,ID,Producto,Precio,imgUrl
Chedraui,103,Jamon Iberomex Pavo Barcelona Kg,86.00,http://www.chedraui.com.mx/media/catalog/product/cache/6/small_image/300x300/9df78eab33525d08d6e5fb8d27136e95/7/5/750104000078_00.jpg
Walmart,0,alimento para lactantes gerber  etapa 2 verduras con jamón 113 g,11.40,https://www.walmart.com.mx/super/images/Products/img_large/0750100090425L.jpg
Walmart,1,jamón de pavo zwan  natural por kg,156.00,https://www.walmart.com.mx/super/images/Products/img_large/0020516000000L.jpg
Walmart,2,jamón de pavo bernina  por kg,204.00,https://www.walmart.com.mx/super/images/Products/img_large/0020357400000L.jpg
Walmart,3,jamón serrano bernina  por kg,482.00,https://www.walmart.com.mx/super/images/Products/img_large/0020357700000L.jpg
Walmart,4,jamón chimex horneado kg,100.00,https://www.walmart.com.mx/super/images/Products/img_large/0020371800000L.jpg
Walmart,5,jamón de pavo chimex  por kg,94.00,https://www.walmart.com.mx/super/images/Products/img_large/0020372000000L.jpg
Walmart,6,jamón serrano peñaranda  por kg,544.00,https://www.walmart.com.mx/super/images/Products/img_large/0020378800000L.jpg
Walmart,7,jamón gilbert holandés por kg,208.00,https://www.walmart.com.mx/super/images/Products/img_large/0020389300000L.jpg
Walmart,8,jamón de pavo tangamanga  por kg,224.00,https://www.walmart.com.mx/super/images/Products/img_large/0020501600000L.jpg
Walmart,9,jamón de pierna alpino  por kg,94.00,https://www.walmart.com.mx/super/images/Products/img_large/0020507100000L.jpg
Walmart,10,jamón almpino americano por kg,70.00,https://www.walmart.com.mx/super/images/Products/img_large/0020507200000L.jpg
Walmart,11,jamón ahumado mur granadita por kg,106.00,https://www.walmart.com.mx/super/images/Products/img_large/0020521100000L.jpg
Walmart,12,jamón cham york kg,152.00,https://www.walmart.com.mx/super/images/Products/img_large/0020536200000L.jpg
Walmart,13,jamón serrano riojano  por kg,556.00,https://www.walmart.com.mx/super/images/Products/img_large/0020576200000L.jpg
Walmart,14,jamón serrano parma  por kg,490.00,https://www.walmart.com.mx/super/images/Products/img_large/0020564100000L.jpg
Walmart,15,jamón de pierna kir  por kg,120.00,https://www.walmart.com.mx/super/images/Products/img_large/0020532700000L.jpg
Walmart,16,salmi jamon virginia granel,88.00,https://www.walmart.com.mx/super/images/Products/img_large/0020508200000L.jpg
Walmart,17,jamón serrano riojano  por kg,472.00,https://www.walmart.com.mx/super/images/Products/img_large/0020505400000L.jpg
Walmart,18,jamón de pierna campestre  por kg,120.00,https://www.walmart.com.mx/super/images/Products/img_large/0020516600000L.jpg
Walmart,19,rollitos de jamón con queso   por pza,6.00,https://www.walmart.com.mx/super/images/Products/img_large/0020001600000L.jpg
Walmart,20,jamón americano de pavo cham por kg,52.00,https://www.walmart.com.mx/super/images/Products/img_large/0020514900000L.jpg
Walmart,21,jamón de pavo sabori  por kg,160.00,https://www.walmart.com.mx/super/images/Products/img_large/0020539600000L.jpg
Walmart,22,jamón americano nutres por kg,70.00,https://www.walmart.com.mx/super/images/Products/img_large/0020545100000L.jpg
Walmart,23,jamón de pierna san antoni por kg,148.00,https://www.walmart.com.mx/super/images/Products/img_large/0020546600000L.jpg
Walmart,24,jamón de pavo virginia kowi por kg,102.00,https://www.walmart.com.mx/super/images/Products/img_large/0020504000000L.jpg
Walmart,25,jamón kowi cocido por kg,48.00,https://www.walmart.com.mx/super/images/Products/img_large/0020530900000L.jpg
Walmart,26,jamón york delta po kg,128.00,https://www.walmart.com.mx/super/images/Products/img_large/0020552200000L.jpg
Walmart,27,kowi jamon york kg,152.00,https://www.walmart.com.mx/super/images/Products/img_large/0020522500000L.jpg
Walmart,28,jamón americano kowi por kg,98.00,https://www.walmart.com.mx/super/images/Products/img_large/0020530700000L.jpg
Walmart,29,jamón de pavo delta por kg,80.00,https://www.walmart.com.mx/super/images/Products/img_large/0020552400000L.jpg
Walmart,30,jamón americano delta por kg,72.00,https://www.walmart.com.mx/super/images/Products/img_large/0020552100000L.jpg
Walmart,31,jamón parma selección natural por kg,278.00,https://www.walmart.com.mx/super/images/Products/img_large/0020532000000L.jpg
Walmart,32,submarino de jamón y queso por pza,35.00,https://www.walmart.com.mx/super/images/Products/img_large/0020962100000L.jpg
Walmart,33,charola parma  de jamón serrano  150 g,94.00,https://www.walmart.com.mx/super/images/Products/img_large/0750151849165L.jpg
Walmart,34,jamón de pavo y cerdo fud  virginia 290 g,42.00,https://www.walmart.com.mx/super/images/Products/img_large/0750104000474L.jpg
Walmart,35,jamón de pavo fud  virginia 290 g,35.00,https://www.walmart.com.mx/super/images/Products/img_large/0750104000583L.jpg
Walmart,36,jamón serrano parma  100 g,72.00,https://www.walmart.com.mx/super/images/Products/img_large/0750151849135L.jpg
Walmart,37,jamón de pavo fud snax 70 g,11.50,https://www.walmart.com.mx/super/images/Products/img_large/0000007501613L.jpg
Walmart,38,jamón de pierna fud  virginia 250 g,45.00,https://www.walmart.com.mx/super/images/Products/img_large/0750104000191L.jpg
Walmart,39,jamón serrano bernina  85 g,46.00,https://www.walmart.com.mx/super/images/Products/img_large/0750104007673L.jpg
Walmart,40,jamón de pavo kir  virginia 250 g,28.90,https://www.walmart.com.mx/super/images/Products/img_large/0750114753519L.jpg
Walmart,41,jamón serrano riojano  loncheado 100 g,70.00,https://www.walmart.com.mx/super/images/Products/img_large/0750142830110L.jpg
Walmart,42,jamón de pavo bafar  virginia 250 g,28.00,https://www.walmart.com.mx/super/images/Products/img_large/0750151846315L.jpg
Walmart,43,jamón de pavo y cerdo bafar  americano 200 g,19.50,https://www.walmart.com.mx/super/images/Products/img_large/0750151848207L.jpg
Walmart,44,jamón serrano cumbres mayores  100 g,39.00,https://www.walmart.com.mx/super/images/Products/img_large/0750300473602L.jpg
Walmart,45,paté hígado de cerdo louriño  de jamón 125 g,32.70,https://www.walmart.com.mx/super/images/Products/img_large/0841176950005L.jpg
Walmart,46,jamón de pavo zwan premium virginia 250 g,31.00,https://www.walmart.com.mx/super/images/Products/img_large/0750105771015L.jpg
Walmart,47,jamón de pavo cham picnic kg,58.00,https://www.walmart.com.mx/super/images/Products/img_large/0020345300000L.jpg
Walmart,48,jamón de pavo capistrano  vita deli ahumado por kg,160.00,https://www.walmart.com.mx/super/images/Products/img_large/0020349500000L.jpg
Walmart,49,jamón de pavo y cerdo capistrano  clásico virginia por kg,108.00,https://www.walmart.com.mx/super/images/Products/img_large/0020352400000L.jpg
Walmart,50,jamón de pavo y cerdo capistrano  americano clásico por kg,92.00,https://www.walmart.com.mx/super/images/Products/img_large/0020353900000L.jpg
Walmart,51,jamón de pavo san rafael  por kg,200.00,https://www.walmart.com.mx/super/images/Products/img_large/0020357500000L.jpg
Walmart,52,hueso de jamón serrano cumbres mayores  por kg,62.00,https://www.walmart.com.mx/super/images/Products/img_large/0020363300000L.jpg
Walmart,53,jamón de pavo capistrano  vita deli virginia por kg,100.00,https://www.walmart.com.mx/super/images/Products/img_large/0020365700000L.jpg
Walmart,54,jamón de pierna capistrano  york por kg,156.00,https://www.walmart.com.mx/super/images/Products/img_large/0020368000000L.jpg
Walmart,55,jamón de pavo alpino virginia por  kg,94.00,https://www.walmart.com.mx/super/images/Products/img_large/0020372900000L.jpg
Walmart,56,jamón de pavo y cerdo fud  americano selecto por kg,104.00,https://www.walmart.com.mx/super/images/Products/img_large/0020385200000L.jpg
Walmart,57,jamón de pierna tangamanga  listón azul por kg,202.00,https://www.walmart.com.mx/super/images/Products/img_large/0020501400000L.jpg
Walmart,58,jamón de pierna peñaranda  york por kg,272.00,https://www.walmart.com.mx/super/images/Products/img_large/0020501800000L.jpg
Walmart,59,jamón de pierna parma gran reserva horneado por kg,276.00,https://www.walmart.com.mx/super/images/Products/img_large/0020519500000L.jpg
Walmart,60,jamón de pierna zwanenberg  estilo holandés por kg,154.00,https://www.walmart.com.mx/super/images/Products/img_large/0020526900000L.jpg
Walmart,61,jamón de pavo carneli natural kg,140.00,https://www.walmart.com.mx/super/images/Products/img_large/0020535200000L.jpg
Walmart,62,jamón de pavo carneli virginia kg,114.00,https://www.walmart.com.mx/super/images/Products/img_large/0020535300000L.jpg
Walmart,63,jamón de pavo carneli virginia kg,96.00,https://www.walmart.com.mx/super/images/Products/img_large/0020535400000L.jpg
